"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"V20",-0.0134055956884043,0.0217472749206298,-0.00519620810288261,-0.0125391317619285,0.00116249050896332,0.00971240599065457,0.00180914688728803,0.00823385705714598,-0.0121010203320112,0.00519401638628179,0.015830815506181,-0.0119840864833558,-0.023415110816314,-0.00249883204440126,-0.00553656515820957,0.0036999317004033,-0.00161896139123589,-0.0100463126344612,-0.00674939916717291,1,0.00297638601540991,-0.000650287498890661,-0.00360808076980337,0.00118460331408161,0.00368595548254231,-0.0221279266319508,0.000281329431918206,0.0137225637083144,0.00596054311499283,-6.95107703989704e-05,-0.00646249163856707,0.0112473719964917,-0.00898051135238009,0.0103943692340742,-0.00739010309804973,0.00196069298027305,-0.00137664170130445,0.00182004346666265,-0.0170314572051637,0.00690978580278166
"V21",0.0139938985286696,0.00695312642087367,-0.0108375236588878,0.0138208340604535,0.00314932916509973,0.0026706035331582,-0.00204856995682957,-0.00304964844915493,0.00701189569488318,0.00930297599855033,0.0135227834695592,0.0226814755980754,-0.00171307029655134,-0.000670097652811413,0.00332119565484971,-0.00401601316287723,-0.00810220931979604,-0.00236226665346994,0.00812438677291884,0.00297638601540991,1,-0.0107648988240361,-0.00816673318292047,-0.00581506940509379,0.00325049840712622,-0.00568104496240293,-1.83814531521977e-05,-0.00107260282007538,0.00357741392237635,-0.00789830121183938,-0.0205133921583235,0.0104390318140563,0.0133197973706205,0.010822658407634,0.0021695500970378,0.00998801185684436,0.00288063484639611,-0.0108419494495883,-0.0123875765011061,-0.00439696879145626
"V22",0.0129111100985004,-0.0215962993172516,0.00596662656585315,-0.00949971273742895,0.00477747890934287,-0.0128016028967031,0.0117154444550042,0.00113547335158964,0.00752280516782531,-0.016493408235107,0.00587303972865003,0.00248638733531779,-0.00348295289892069,0.0135370900673237,-0.000678502028304489,-0.0090271794163542,0.0136144302322527,0.0151343675032724,-0.00423818597187636,-0.000650287498890661,-0.0107648988240361,1,0.0167923568205845,-0.00826720973875993,0.00790098871388999,-0.000139170582057862,0.00199528097496825,0.00635075053217738,-0.00163032548564025,-0.000195964659637915,0.0113964735616627,-0.00585958476722008,0.024450938681008,-0.0102819731978716,0.00905474866693739,0.00119575391092004,0.0107722746750836,-0.0112641413752569,0.0029125955784519,0.0123818427161844
"V23",-0.0220181206128778,-0.00181555934392808,0.00197031478424225,-0.015816169556421,0.00205390928705924,-0.0210882974478041,0.014196103887812,-0.0044168993358864,-0.00900128328587105,-0.000801356698203616,-0.01274178652939,0.00263172029344161,-0.0111874528653567,-0.00595100832937035,-0.00553031598438874,0.0163303911992838,0.00515282330875476,0.00347492649076752,-0.00531575360089936,-0.00360808076980337,-0.00816673318292047,0.0167923568205845,1,-0.00280918465608331,-0.0017940789154511,-0.00556851274379045,0.00146428128754109,0.00853443040003991,-0.0092666611813635,0.004571486268567,0.00770383721253075,-0.00629894135443984,0.0165622121983947,-0.00843358766655111,0.00978820486228221,-0.00795200107260115,-0.0100263896177068,-0.0162007740610791,-0.00662442494408017,0.00743047507254987
"V24",-0.00903388364598455,0.0079083830443992,-0.0216011571494553,0.000294253090864855,-0.00940325361177033,0.0126450410552309,-0.00333148903542544,-0.00472054498454726,0.00661249706399445,-0.0116898793243217,-0.0222629435694508,-0.0104741088953666,-0.00252842054835752,0.0165110499161033,0.00361354753002632,-0.00169552921195222,0.0148817639129778,-0.00246803642288896,-0.00316738051902905,0.00118460331408161,-0.00581506940509379,-0.00826720973875993,-0.00280918465608331,1,0.000942972485370778,0.0126447836563425,0.0148695287071989,-0.0100294104240462,-0.000903284143598128,-0.00527093796790342,-0.00394587955039414,0.0086279147490725,-0.00188143370139403,-0.0127189310608983,0.0153187861572345,0.0137050268119441,-0.00602143108129559,0.003871708168942,-0.000174458482406245,-0.00308946368346256
"V25",0.00328726114423083,0.00484402907023317,-0.00330934540088045,0.00309206745108164,-0.0100494263240013,-0.00469965917438799,-0.0141906476821725,0.00573878541855596,-0.00682635183465153,-0.00791534942317784,-0.00869080816700003,-0.00380023494663939,-0.00210979100593306,0.00419952627587447,0.0169249020701507,-0.00703302683777155,0.0161435075604516,-0.0122709856895307,-0.00541004241552499,0.00368595548254231,0.00325049840712622,0.00790098871388999,-0.0017940789154511,0.000942972485370778,1,0.00743502051056019,-0.0121994874740392,-0.0186907297330739,0.0132691332288022,0.00990993497282415,0.00344499048644703,-0.0149033373079143,-0.00732234644418134,0.0117839480097908,-0.0067218707051143,-0.0121801310063466,-0.00400890676127816,-0.0134160587710034,-0.0188196324394714,-0.00994344210423279
"V26",-0.00374316141018483,0.00379826098827446,0.0190333252214658,0.015455832289941,0.00957276313518082,0.00427133064764545,0.0228662795836009,-0.0253579924873878,-0.0101820418698839,0.00177578636443867,-0.0102157038381257,-0.0123528769068888,0.00966443874269639,0.000627457844785773,0.00183256894044155,-0.0108919091742705,0.00256946252275576,0.0125425620210013,-0.0201618863231891,-0.0221279266319508,-0.00568104496240293,-0.000139170582057862,-0.00556851274379045,0.0126447836563425,0.00743502051056019,1,0.00373036658558291,-0.000804671299397702,-0.000420992991676988,0.00705834638705993,-0.00578458632380567,-0.000541957949687432,0.0162115073948647,0.00151720825701074,0.00536600111042994,-0.0128343645005328,0.00964718983581663,0.00788878629522393,0.00916663509165523,-0.0109066375054256
"V27",0.00277311854521168,-0.00919883120744404,9.48286485838843e-05,0.00617782411145164,0.00823413679600498,-0.00756431477130615,0.00537031046234384,-0.0307985693082581,-0.0193645496027275,-0.00523460284428392,0.0169344086156395,-0.00872838524221899,-0.00433466913808074,0.00257880280524263,0.00511485338925353,0.00390506247940348,0.00113228387945184,0.00568088802172571,0.0172814859291875,0.000281329431918206,-1.83814531521977e-05,0.00199528097496825,0.00146428128754109,0.0148695287071989,-0.0121994874740392,0.00373036658558291,1,-0.00951405715715625,0.000188576812340499,-0.00127373198238838,-0.00342146126089701,-0.0155258400531657,-0.00476858991507587,-0.0120962084336195,-0.0136592210683105,0.000647347213370628,0.00353027973887312,-0.00599908066730155,0.00722335632680715,0.00347512297917851
"V28",-0.00915864454759242,0.00495069727216236,0.000683701940722291,-0.00249969802210609,0.00252781395562366,0.00108298793809757,0.0130083071490693,0.023368853241955,-0.0176511081651501,0.00452862203028522,0.0109703034437996,-0.00598167187331485,-0.00235206640990159,-0.0035235088716211,-0.0134748523856802,0.00922095997186527,-0.00485672164880911,-0.0162891031348907,0.00616634948617231,0.0137225637083144,-0.00107260282007538,0.00635075053217738,0.00853443040003991,-0.0100294104240462,-0.0186907297330739,-0.000804671299397702,-0.00951405715715625,1,0.00495567141626847,-0.000786968886774852,-0.0147555470401105,0.0100276314815425,0.00326294983979763,0.00391801428960628,0.00341503093231937,0.0114255067004182,0.00795776780728511,-0.0105833838739314,-0.00368436679139747,-0.0181528404865682
"V29",0.0141485611944248,0.00782511252550688,-0.00405983201366571,-0.00178478520004805,0.00383771446428373,-0.00669123840572958,-0.00538418622423158,-0.00609981141637205,0.00155241549172447,0.000912964611776691,0.00181072798671303,-0.00199564369129244,-0.0173873413729319,0.013889948073739,0.0168642559173775,-0.0162201273474976,-0.00827610243340663,0.00734141508411251,0.00176342505906788,0.00596054311499283,0.00357741392237635,-0.00163032548564025,-0.0092666611813635,-0.000903284143598128,0.0132691332288022,-0.000420992991676988,0.000188576812340499,0.00495567141626847,1,-0.000860430323734224,-0.0251049461534272,0.0012444726808849,0.00287879530794342,-0.000862189259653865,-0.00521853323976432,-0.0165723150597803,0.0140516054494171,0.00824061654760051,-0.000153123933893463,-0.0143770649622021
"V30",-0.0118177308465627,0.00479151474554324,-0.024628408896504,0.0256844040574808,-0.00282401805561083,0.00882593560735945,0.00930638971886686,-0.00113923322721459,0.0105891868989364,-0.0106535579635322,0.00380993699597635,-0.0100840250117058,0.00848423974060727,0.00118238376312075,-0.00610099653087507,0.00433286863440593,0.00466384265314655,0.00402849570198705,-0.0137288840656873,-6.95107703989704e-05,-0.00789830121183938,-0.000195964659637915,0.004571486268567,-0.00527093796790342,0.00990993497282415,0.00705834638705993,-0.00127373198238838,-0.000786968886774852,-0.000860430323734224,1,-0.000990838109950214,-0.00948274145194011,0.0223063077045326,0.00275793174926869,0.00204313532707632,0.0238057106994818,-0.0267126129801903,0.000317524703322316,0.0167735056313281,0.0017236188793796
"V31",0.000532855044812311,-0.00245642396490776,0.00302679166581313,0.00205911789163615,0.00148427774963093,-0.0152852859632267,-0.0102791604427687,0.00220639641295292,-0.00227209727656479,-0.000710046920096315,-0.00191377423911742,-0.00139765190658783,0.00859306066090135,-0.00580819472247732,-0.00532127699938213,0.00567630320861537,-0.000574932126548064,-0.00381171355011299,0.0112402525818827,-0.00646249163856707,-0.0205133921583235,0.0113964735616627,0.00770383721253075,-0.00394587955039414,0.00344499048644703,-0.00578458632380567,-0.00342146126089701,-0.0147555470401105,-0.0251049461534272,-0.000990838109950214,1,-0.02008361055293,-0.00160554128447774,-0.012133800138054,0.00138411100957902,-0.0149938559776727,0.00806081185317285,0.00792610564178543,0.00436644482453833,0.00314057334848144
"V32",0.00247201936393561,-0.00342632888298824,0.00270020785753172,-0.0199706533413118,-0.0115238831144888,0.00122437843664704,0.00735133443203795,-0.00166116551958462,-0.0238311840830201,0.012185197516188,-0.000975603473362123,0.000652630494052262,0.00790497954355271,0.00440379377304261,-0.0234998278865369,-0.00874941414507703,0.00495722842851846,0.0111890809872492,0.000654734253272807,0.0112473719964917,0.0104390318140563,-0.00585958476722008,-0.00629894135443984,0.0086279147490725,-0.0149033373079143,-0.000541957949687432,-0.0155258400531657,0.0100276314815425,0.0012444726808849,-0.00948274145194011,-0.02008361055293,1,-0.00187574189570689,-0.00472939571345108,-0.00989990009382807,0.00627759110763644,0.00542916156387312,-0.00988576009506714,-0.00531442100741127,-0.014654644340373
"V33",0.00208463357560371,-0.00584087919778528,0.00644630260115182,0.00182395129705179,-0.00582419631425002,-0.00782733823659701,0.00181963554412766,0.0059322509596735,0.00624324926155278,-0.00377649743958212,0.00302652443408981,0.00391501924017772,-0.00940091587867895,-0.00636317250461851,-0.00151595753009578,0.00300172080879765,-0.011490515104772,0.00827434398525478,-0.0201010082167637,-0.00898051135238009,0.0133197973706205,0.024450938681008,0.0165622121983947,-0.00188143370139403,-0.00732234644418134,0.0162115073948647,-0.00476858991507587,0.00326294983979763,0.00287879530794342,0.0223063077045326,-0.00160554128447774,-0.00187574189570689,1,0.00151805640349452,0.00807904796895745,-0.00922787593508806,-0.0110375579478183,0.0134537936325922,0.0014756362221868,-0.00227157208911013
"V34",0.00403483473776761,0.00404840202405394,0.00541391371315455,0.00295605586184279,-0.0158799569402776,0.00263643285339702,0.00187075689155442,0.00985281430394988,-0.00140445513293277,0.00774987509198788,0.00813121018846874,0.00141920388809427,0.0147293884712055,0.00867086424989503,-0.00506037461969433,0.00184606546741841,0.00247962766869245,-0.00632651628842157,-0.00953193001395252,0.0103943692340742,0.010822658407634,-0.0102819731978716,-0.00843358766655111,-0.0127189310608983,0.0117839480097908,0.00151720825701074,-0.0120962084336195,0.00391801428960628,-0.000862189259653865,0.00275793174926869,-0.012133800138054,-0.00472939571345108,0.00151805640349452,1,-0.00186187417342717,-0.0010327534116284,-0.00870704953579939,0.00730269048633965,-0.0203109939205643,-0.00957127970305439
"V35",-0.0189781415574498,-0.00186341971776288,0.00899373773503972,0.00530902034802612,-0.0250748195435525,-0.00255483367776727,0.00706630217120296,-0.0013103248720231,-0.00258035710209264,-0.00330760304649574,0.00300721598294406,0.0050492496860096,0.00676161600263284,0.00418207771368895,-0.0170924505525947,-0.0128808778126614,0.0163296058071098,0.00128139074491669,-0.000422702070741186,-0.00739010309804973,0.0021695500970378,0.00905474866693739,0.00978820486228221,0.0153187861572345,-0.0067218707051143,0.00536600111042994,-0.0136592210683105,0.00341503093231937,-0.00521853323976432,0.00204313532707632,0.00138411100957902,-0.00989990009382807,0.00807904796895745,-0.00186187417342717,1,0.00192834904218384,0.00647650682072261,0.00675793104829123,0.00725477717957718,0.0158059832750566
"V36",0.00130994308289758,-0.00663846232689814,-0.00330265464141774,-0.0150931242092024,-0.000819221716769091,-0.000368759020138628,-0.000257300531996079,-0.00105565498926624,-0.0226537215881176,-0.00733052411887426,8.88030903127191e-05,0.0109755803150554,-0.00632333809545896,-0.000727285904783852,0.00947115805655806,0.0116120229253314,-0.000203909926954627,-0.00571180214201005,-0.020415051848915,0.00196069298027305,0.00998801185684436,0.00119575391092004,-0.00795200107260115,0.0137050268119441,-0.0121801310063466,-0.0128343645005328,0.000647347213370628,0.0114255067004182,-0.0165723150597803,0.0238057106994818,-0.0149938559776727,0.00627759110763644,-0.00922787593508806,-0.0010327534116284,0.00192834904218384,1,-0.000560435796665031,0.000656801609162044,0.01223883084261,-0.0118965517704494
"V37",-0.0115921011469592,0.00180211928580681,0.00202965538167824,0.00819181706928892,0.00742056539184847,-0.00980452933069969,-0.0112330853585566,-0.0125552569445853,-0.00471693396806183,0.0141655588899045,-0.00417081020040832,0.00755800489632842,-0.0133072368570862,-0.00303883736828829,-0.00313060511455113,0.00787568445081829,-0.00216531447680395,-0.0145747479069827,0.00828883620036208,-0.00137664170130445,0.00288063484639611,0.0107722746750836,-0.0100263896177068,-0.00602143108129559,-0.00400890676127816,0.00964718983581663,0.00353027973887312,0.00795776780728511,0.0140516054494171,-0.0267126129801903,0.00806081185317285,0.00542916156387312,-0.0110375579478183,-0.00870704953579939,0.00647650682072261,-0.000560435796665031,1,0.00952330824837535,0.0161868368073456,-0.0016281067833381
"V38",-0.00675836382048845,0.017075272718702,0.000370522643948776,0.00208826963621072,0.00428724475809749,0.0216214429627783,0.00458286271917355,-0.00694560097717,-0.00224936762472197,0.0113104045063148,0.0037224120999569,-0.0151138392214122,0.00182315693858329,-0.000407315631237358,-0.000340952951516327,-0.000744966076303029,0.000407243783827014,0.00545551332145934,-0.0115806304148801,0.00182004346666265,-0.0108419494495883,-0.0112641413752569,-0.0162007740610791,0.003871708168942,-0.0134160587710034,0.00788878629522393,-0.00599908066730155,-0.0105833838739314,0.00824061654760051,0.000317524703322316,0.00792610564178543,-0.00988576009506714,0.0134537936325922,0.00730269048633965,0.00675793104829123,0.000656801609162044,0.00952330824837535,1,0.000736419923866417,-0.00846827559765825
"V39",0.0182944007085711,0.00475070694489063,0.00058953912352765,0.00265425371685042,-0.00259473026223088,0.00489808544391329,-0.000625151927091031,0.00306960873431118,-0.0175612504734835,0.0120673921702462,-0.000421385643600371,-0.00389440858780578,-0.0255364866545868,0.000504997140067186,0.00434736139937067,0.0119741871647302,-0.00779725059298569,-0.000961502875622032,0.0150938759043962,-0.0170314572051637,-0.0123875765011061,0.0029125955784519,-0.00662442494408017,-0.000174458482406245,-0.0188196324394714,0.00916663509165523,0.00722335632680715,-0.00368436679139747,-0.000153123933893463,0.0167735056313281,0.00436644482453833,-0.00531442100741127,0.0014756362221868,-0.0203109939205643,0.00725477717957718,0.01223883084261,0.0161868368073456,0.000736419923866417,1,0.0206379351190692
"V40",0.00328727590567086,0.010293345478109,-0.00395277331970955,0.00526714252805499,0.00298680147425864,-0.00295946770531325,0.0126802980213849,-0.0004236913125221,0.0103332088946123,0.00703487162440671,0.0202604356680836,0.0173257577415871,-0.0130914081449582,-0.0006247468159128,-0.0206713306362462,-0.013802746386757,0.000803132303165137,-0.0126336127941598,-0.00313508238122868,0.00690978580278166,-0.00439696879145626,0.0123818427161844,0.00743047507254987,-0.00308946368346256,-0.00994344210423279,-0.0109066375054256,0.00347512297917851,-0.0181528404865682,-0.0143770649622021,0.0017236188793796,0.00314057334848144,-0.014654644340373,-0.00227157208911013,-0.00957127970305439,0.0158059832750566,-0.0118965517704494,-0.0016281067833381,-0.00846827559765825,0.0206379351190692,1
